train_no,section,arr_time,dep_time,direction,days
12140,GZB-ALJN,13:15,13:18,DOWN,"TUE,WED,THU,FRI,SAT"
22220,NZM-FDB,06:30,06:33,DOWN,"MON,THU,FRI,SAT,SUN"
22220,NDLS-PWL,07:21,07:24,DOWN,"MON,THU,FRI,SAT,SUN"
12048,NZM-FDB,12:30,12:38,UP,"MON,THU,FRI,SAT,SUN"
12048,NDLS-PWL,13:33,13:37,UP,"MON,THU,FRI,SAT,SUN"
04016,NDLS-GZB,08:45,08:49,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04016,GZB-ALJN,09:32,09:35,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22191,NZM-FDB,13:05,13:11,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22191,NDLS-PWL,14:06,14:12,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22259,PNP-UMB,03:50,03:58,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22259,GZB-ALJN,04:57,05:03,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22833,NDLS-PWL,16:15,16:20,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22833,PWL-MTJ,16:56,17:02,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22206,NDLS-GZB,18:45,18:51,DOWN,"MON,TUE,WED,SAT,SUN"
22206,GZB-ALJN,19:32,19:36,DOWN,"MON,TUE,WED,SAT,SUN"
22037,VAPI-ST,02:35,02:39,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22037,GZB-MTC,03:10,03:13,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22761,PNP-UMB,23:05,23:11,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
22761,GZB-ALJN,23:50,23:57,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
12744,NDLS-GZB,22:15,22:21,DOWN,"MON,TUE,WED,THU,FRI,SAT"
12744,GZB-ALJN,23:20,23:28,DOWN,"MON,TUE,WED,THU,FRI,SAT"
04302,VAPI-ST,10:00,10:06,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
04302,GZB-MTC,10:50,10:53,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
04445,NZM-FDB,21:25,21:32,UP,"MON,TUE,THU,FRI,SAT,SUN"
04445,NDLS-PWL,22:30,22:37,UP,"MON,TUE,THU,FRI,SAT,SUN"
04800,PNP-UMB,05:05,05:11,UP,"MON,TUE,WED,THU,SAT,SUN"
04800,GZB-ALJN,05:47,05:51,UP,"MON,TUE,WED,THU,SAT,SUN"
12695,NDLS-PWL,05:20,05:23,UP,"MON,WED,THU,FRI,SAT,SUN"
12695,PWL-MTJ,06:15,06:18,UP,"MON,WED,THU,FRI,SAT,SUN"
04285,PNP-UMB,08:35,08:43,DOWN,"MON,TUE,WED,THU,SUN"
04285,GZB-ALJN,09:17,09:24,DOWN,"MON,TUE,WED,THU,SUN"
22793,DLI-DEC,02:50,02:53,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
22793,DEC-GGN,03:42,03:49,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
22176,NZM-FDB,11:45,11:52,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22176,NDLS-PWL,12:46,12:49,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22520,VAPI-ST,04:45,04:51,DOWN,"MON,TUE,THU,FRI,SAT"
22520,GZB-MTC,05:25,05:29,DOWN,"MON,TUE,THU,FRI,SAT"
22478,GZB-MTC,04:30,04:37,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22478,GZB-ALJN,05:08,05:13,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12128,VAPI-ST,17:30,17:35,DOWN,"MON,TUE,WED,THU,FRI,SAT"
12128,GZB-MTC,18:24,18:32,DOWN,"MON,TUE,WED,THU,FRI,SAT"
22514,NZM-FDB,01:35,01:39,DOWN,"MON,TUE,THU,FRI,SUN"
22514,NDLS-PWL,02:21,02:27,DOWN,"MON,TUE,THU,FRI,SUN"
22970,NDLS-PWL,01:35,01:41,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22970,PWL-MTJ,02:27,02:35,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
12514,NDLS-PWL,20:15,20:20,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12514,PWL-MTJ,21:08,21:11,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12971,DLI-DEC,13:15,13:20,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
12971,DEC-GGN,14:16,14:24,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22657,PNP-UMB,09:40,09:44,UP,"MON,TUE,WED,THU,SAT,SUN"
22657,GZB-ALJN,10:28,10:36,UP,"MON,TUE,WED,THU,SAT,SUN"
22495,NZM-FDB,11:25,11:33,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
22495,NDLS-PWL,12:24,12:31,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
12778,PNP-UMB,08:00,08:06,UP,"MON,TUE,WED,FRI,SAT,SUN"
12778,GZB-ALJN,08:44,08:50,UP,"MON,TUE,WED,FRI,SAT,SUN"
12099,PNP-UMB,22:00,22:05,DOWN,"MON,WED,THU,FRI,SAT"
12099,GZB-ALJN,22:33,22:40,DOWN,"MON,WED,THU,FRI,SAT"
04320,VAPI-ST,02:45,02:50,UP,"TUE,THU,FRI,SAT,SUN"
04320,GZB-MTC,03:47,03:53,UP,"TUE,THU,FRI,SAT,SUN"
12967,NDLS-PWL,07:20,07:24,UP,"TUE,WED,THU,FRI,SAT,SUN"
12967,PWL-MTJ,08:01,08:04,UP,"TUE,WED,THU,FRI,SAT,SUN"
04903,NDLS-PWL,19:25,19:28,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04903,PWL-MTJ,20:16,20:24,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22374,NDLS-PWL,15:40,15:46,DOWN,"MON,TUE,THU,FRI,SUN"
22374,PWL-MTJ,16:43,16:49,DOWN,"MON,TUE,THU,FRI,SUN"
04461,PNP-UMB,01:15,01:19,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04461,GZB-ALJN,02:07,02:13,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22773,GZB-MTC,07:30,07:36,DOWN,"TUE,WED,THU,FRI,SAT"
22773,GZB-ALJN,08:36,08:41,DOWN,"TUE,WED,THU,FRI,SAT"
04341,DLI-DEC,11:00,11:08,UP,"TUE,WED,THU,FRI,SAT,SUN"
04341,DEC-GGN,11:38,11:43,UP,"TUE,WED,THU,FRI,SAT,SUN"
04344,NDLS-GZB,02:05,02:09,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
04344,GZB-ALJN,02:47,02:51,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
04112,PNP-UMB,08:45,08:50,UP,"MON,TUE,WED,THU,FRI,SUN"
04112,GZB-ALJN,09:41,09:48,UP,"MON,TUE,WED,THU,FRI,SUN"
12536,NDLS-GZB,20:10,20:14,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12536,GZB-ALJN,20:50,20:57,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12019,VAPI-ST,09:30,09:35,UP,"MON,TUE,WED,THU,SAT,SUN"
12019,GZB-MTC,10:19,10:27,UP,"MON,TUE,WED,THU,SAT,SUN"
22893,PNP-UMB,18:00,18:06,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22893,GZB-ALJN,18:53,18:59,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22934,DLI-DEC,19:50,19:55,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22934,DEC-GGN,20:53,21:00,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22230,NZM-FDB,00:15,00:22,UP,"TUE,WED,THU,FRI,SAT,SUN"
22230,NDLS-PWL,01:10,01:17,UP,"TUE,WED,THU,FRI,SAT,SUN"
12587,PNP-UMB,12:40,12:48,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
12587,GZB-ALJN,13:19,13:25,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22946,NDLS-GZB,11:45,11:53,DOWN,"MON,TUE,WED,THU,FRI,SAT"
22946,GZB-ALJN,12:38,12:43,DOWN,"MON,TUE,WED,THU,FRI,SAT"
12111,DLI-DEC,08:00,08:04,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
12111,DEC-GGN,09:02,09:06,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
04483,NDLS-GZB,13:35,13:43,DOWN,"MON,TUE,THU,SAT,SUN"
04483,GZB-ALJN,14:16,14:24,DOWN,"MON,TUE,THU,SAT,SUN"
04204,NDLS-GZB,12:35,12:40,DOWN,"MON,WED,THU,FRI,SAT,SUN"
04204,GZB-ALJN,13:31,13:37,DOWN,"MON,WED,THU,FRI,SAT,SUN"
12427,NZM-FDB,08:05,08:10,UP,"MON,TUE,WED,THU,SAT"
12427,NDLS-PWL,08:49,08:57,UP,"MON,TUE,WED,THU,SAT"
12305,GZB-MTC,15:15,15:22,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
12305,GZB-ALJN,16:06,16:10,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
12828,VAPI-ST,12:30,12:33,UP,"TUE,WED,THU,FRI,SUN"
12828,GZB-MTC,13:28,13:32,UP,"TUE,WED,THU,FRI,SUN"
22581,PNP-UMB,23:50,23:54,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22581,GZB-ALJN,00:40,00:48,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
12488,NDLS-GZB,15:05,15:09,UP,"MON,TUE,WED,THU,SAT,SUN"
12488,GZB-ALJN,15:53,15:59,UP,"MON,TUE,WED,THU,SAT,SUN"
04740,VAPI-ST,15:50,15:55,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
04740,GZB-MTC,16:38,16:44,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
04788,VAPI-ST,20:00,20:03,UP,"MON,WED,THU,FRI,SAT,SUN"
04788,GZB-MTC,20:32,20:38,UP,"MON,WED,THU,FRI,SAT,SUN"
12765,NDLS-PWL,16:15,16:22,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12765,PWL-MTJ,17:06,17:12,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04457,NDLS-GZB,05:50,05:54,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04457,GZB-ALJN,06:40,06:46,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12696,GZB-MTC,06:05,06:10,DOWN,"MON,WED,THU,FRI,SAT"
12696,GZB-ALJN,06:46,06:49,DOWN,"MON,WED,THU,FRI,SAT"
12525,NZM-FDB,07:30,07:35,DOWN,"MON,TUE,WED,THU,FRI,SUN"
12525,NDLS-PWL,08:03,08:06,DOWN,"MON,TUE,WED,THU,FRI,SUN"
12763,NZM-FDB,08:55,08:59,DOWN,"MON,TUE,THU,FRI,SAT"
12763,NDLS-PWL,09:34,09:40,DOWN,"MON,TUE,THU,FRI,SAT"
12956,VAPI-ST,05:30,05:37,UP,"MON,TUE,WED,THU,FRI,SUN"
12956,GZB-MTC,06:29,06:37,UP,"MON,TUE,WED,THU,FRI,SUN"
22384,NZM-FDB,18:15,18:21,DOWN,"TUE,WED,FRI,SAT,SUN"
22384,NDLS-PWL,19:10,19:13,DOWN,"TUE,WED,FRI,SAT,SUN"
04402,NDLS-GZB,15:55,15:58,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04402,GZB-ALJN,16:43,16:50,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04388,NDLS-PWL,00:10,00:18,UP,"TUE,WED,THU,SAT,SUN"
04388,PWL-MTJ,00:58,01:02,UP,"TUE,WED,THU,SAT,SUN"
12676,PNP-UMB,13:15,13:19,DOWN,"MON,TUE,WED,FRI,SAT,SUN"
12676,GZB-ALJN,13:50,13:56,DOWN,"MON,TUE,WED,FRI,SAT,SUN"
04720,GZB-MTC,07:05,07:08,DOWN,"MON,TUE,THU,SAT,SUN"
04720,GZB-ALJN,07:35,07:40,DOWN,"MON,TUE,THU,SAT,SUN"
12515,DLI-DEC,22:10,22:17,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
12515,DEC-GGN,23:15,23:20,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
12423,NZM-FDB,14:35,14:41,UP,"MON,TUE,WED,THU,FRI,SUN"
12423,NDLS-PWL,15:28,15:32,UP,"MON,TUE,WED,THU,FRI,SUN"
04687,NDLS-PWL,00:45,00:49,DOWN,"MON,TUE,WED,THU,FRI,SUN"
04687,PWL-MTJ,01:28,01:36,DOWN,"MON,TUE,WED,THU,FRI,SUN"
22246,NDLS-PWL,00:55,01:02,UP,"MON,TUE,WED,THU,SAT"
22246,PWL-MTJ,01:59,02:03,UP,"MON,TUE,WED,THU,SAT"
04137,NDLS-GZB,01:35,01:41,DOWN,"MON,TUE,WED,THU,SAT,SUN"
04137,GZB-ALJN,02:22,02:29,DOWN,"MON,TUE,WED,THU,SAT,SUN"
04741,GZB-MTC,02:00,02:08,UP,"MON,WED,THU,FRI,SUN"
04741,GZB-ALJN,02:39,02:47,UP,"MON,WED,THU,FRI,SUN"
04222,VAPI-ST,02:00,02:08,UP,"MON,TUE,WED,THU,FRI,SAT"
04222,GZB-MTC,02:40,02:46,UP,"MON,TUE,WED,THU,FRI,SAT"
12712,NZM-FDB,05:15,05:22,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
12712,NDLS-PWL,06:03,06:09,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
22267,PNP-UMB,08:45,08:53,UP,"MON,TUE,WED,THU,FRI,SAT"
22267,GZB-ALJN,09:18,09:23,UP,"MON,TUE,WED,THU,FRI,SAT"
22320,NZM-FDB,22:10,22:15,UP,"MON,TUE,THU,FRI,SAT,SUN"
22320,NDLS-PWL,22:48,22:54,UP,"MON,TUE,THU,FRI,SAT,SUN"
04427,VAPI-ST,21:45,21:53,UP,"MON,TUE,WED,THU,SAT,SUN"
04427,GZB-MTC,22:25,22:30,UP,"MON,TUE,WED,THU,SAT,SUN"
22989,NDLS-GZB,21:10,21:14,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22989,GZB-ALJN,21:51,21:56,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12938,VAPI-ST,15:15,15:23,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12938,GZB-MTC,16:14,16:19,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12724,NDLS-PWL,23:20,23:26,UP,"MON,TUE,THU,FRI,SAT"
12724,PWL-MTJ,00:04,00:12,UP,"MON,TUE,THU,FRI,SAT"
22675,NZM-FDB,10:00,10:03,DOWN,"MON,WED,THU,FRI,SAT,SUN"
22675,NDLS-PWL,10:28,10:36,DOWN,"MON,WED,THU,FRI,SAT,SUN"
22017,NDLS-GZB,21:00,21:04,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22017,GZB-ALJN,21:34,21:41,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22814,NDLS-GZB,10:55,11:03,UP,"MON,WED,THU,FRI,SAT,SUN"
22814,GZB-ALJN,11:42,11:48,UP,"MON,WED,THU,FRI,SAT,SUN"
04847,DLI-DEC,19:45,19:48,DOWN,"MON,TUE,FRI,SAT,SUN"
04847,DEC-GGN,20:19,20:23,DOWN,"MON,TUE,FRI,SAT,SUN"
12652,VAPI-ST,12:20,12:25,UP,"MON,TUE,THU,SAT,SUN"
12652,GZB-MTC,13:10,13:16,UP,"MON,TUE,THU,SAT,SUN"
12916,PNP-UMB,04:00,04:03,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12916,GZB-ALJN,04:28,04:32,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04673,PNP-UMB,14:00,14:05,UP,"MON,TUE,WED,SAT,SUN"
04673,GZB-ALJN,14:58,15:05,UP,"MON,TUE,WED,SAT,SUN"
22166,DLI-DEC,15:50,15:55,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22166,DEC-GGN,16:31,16:34,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
12447,NZM-FDB,19:25,19:30,DOWN,"MON,TUE,WED,THU,SUN"
12447,NDLS-PWL,20:19,20:27,DOWN,"MON,TUE,WED,THU,SUN"
22233,VAPI-ST,17:55,18:03,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
22233,GZB-MTC,18:38,18:41,DOWN,"TUE,WED,THU,FRI,SAT,SUN"
12075,NDLS-PWL,06:45,06:48,UP,"TUE,WED,THU,SAT,SUN"
12075,PWL-MTJ,07:39,07:46,UP,"TUE,WED,THU,SAT,SUN"
12005,NZM-FDB,07:40,07:47,DOWN,"MON,WED,THU,FRI,SAT,SUN"
12005,NDLS-PWL,08:36,08:41,DOWN,"MON,WED,THU,FRI,SAT,SUN"
04524,GZB-MTC,05:30,05:36,UP,"MON,WED,THU,FRI,SAT,SUN"
04524,GZB-ALJN,06:32,06:35,UP,"MON,WED,THU,FRI,SAT,SUN"
12298,NZM-FDB,01:55,01:58,DOWN,"MON,TUE,WED,THU,FRI,SAT"
12298,NDLS-PWL,02:39,02:47,DOWN,"MON,TUE,WED,THU,FRI,SAT"
22308,DLI-DEC,22:20,22:28,UP,"MON,TUE,WED,THU,SAT,SUN"
22308,DEC-GGN,23:07,23:15,UP,"MON,TUE,WED,THU,SAT,SUN"
22257,VAPI-ST,22:05,22:12,DOWN,"TUE,THU,FRI,SAT,SUN"
22257,GZB-MTC,22:43,22:49,DOWN,"TUE,THU,FRI,SAT,SUN"
22340,PNP-UMB,20:30,20:35,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22340,GZB-ALJN,21:24,21:28,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
22321,VAPI-ST,00:25,00:33,UP,"WED,THU,FRI,SAT,SUN"
22321,GZB-MTC,01:08,01:15,UP,"WED,THU,FRI,SAT,SUN"
22836,VAPI-ST,21:05,21:09,DOWN,"MON,TUE,WED,FRI,SAT,SUN"
22836,GZB-MTC,21:38,21:44,DOWN,"MON,TUE,WED,FRI,SAT,SUN"
04472,DLI-DEC,14:05,14:10,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04472,DEC-GGN,14:38,14:45,UP,"MON,TUE,WED,THU,FRI,SAT,SUN"
04157,NDLS-PWL,17:10,17:14,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
04157,PWL-MTJ,17:44,17:50,DOWN,"MON,TUE,WED,THU,FRI,SAT,SUN"
04037,NZM-FDB,03:45,03:51,DOWN,"MON,WED,THU,FRI,SAT,SUN"
04037,NDLS-PWL,04:44,04:49,DOWN,"MON,WED,THU,FRI,SAT,SUN"
04627,NDLS-GZB,00:45,00:48,DOWN,"TUE,WED,THU,FRI,SAT"
04627,GZB-ALJN,01:38,01:44,DOWN,"TUE,WED,THU,FRI,SAT"
12127,CSMT-KYN,06:45,06:50,UP,0
11007,PA-LNL,08:15,08:20,DOWN,0
12339,SDAH-RHA,07:20,07:25,UP,0
12301,HWH-BWN,16:55,17:00,DOWN,0
12639,MAS-AJJ,07:30,07:35,DOWN,0
12675,KPD-JTJ,09:10,09:15,UP,0
